StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,gender,age,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,look_after_health_1,checkup,smoker,environment_1,Q85_1,Q60_1,children,age_first_child_1,breastfeed_yesno,breastfeed_length_1,ideal_age_1,parents_dead,parent1_age_1,parent1_age_2,parent1_control_1,parent1_close_1,parent2_age_1,parent2_age_2,parent2_control_1,parent2_close_1,gp_dead,gp1_age_1,gp1_age_2,gp1_control_1,gp1_close_1,gp2_age_1,gp2_age_2,gp2_control_1,gp2_close_1,gp3_age_1,gp3_age_2,gp3_control_1,gp3_close_1,gp4_age_1,gp4_age_2,gp4_control_1,gp4_close_1,stress,subjective_SES_1,subjective_SES_2,subjective_SES_3,subjective_SES_4,subjective_SES_5,subjective_SES_6,subjective_SES_7,subjective_SES_8,subjective_SES_9,subjective_SES_10,income_1,household_1,attention_fruit,attention_smoker,attention_4_1,PROLIFIC_PID,prolific_id - Parent Topics,prolific_id - Topics
2020-12-30 19:24:56,2020-12-30 19:28:17,IP Address,81.154.64.6,100,200,True,2020-12-30 19:28:17,R_3kgKOS2ncWPyYOG,,,,,52.92919921875,-1.10650634765625,anonymous,EN-GB,"Yes, I consent to participate.",5d1a7d73a7f7ce0001dec46b,Female,19,In 12 months,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,20,Within the past year,No,70,70,30,No,,,,27,Yes,,,,,,,,,"Yes, they are all alive.",,,,,,,,,,,,,,,,,Frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£10,000 - £15,999",3,Strongly agree,No,9,5d1a7d73a7f7ce0001dec46b,,
2020-12-30 19:22:58,2020-12-30 19:28:26,IP Address,31.185.39.14,100,328,True,2020-12-30 19:28:27,R_3F9l37uDiNiWH2p,,,,,50.716796875,-2.4342041015625,anonymous,EN-GB,"Yes, I consent to participate.",5a42c9cc99311d0001df46de,Female,35,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,80,10 years ago or more,No,50,70,79,No,,,,25,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,50,5,0,Grandfather 1,50,95,0,Grandmother 2,85,0,95,Grandfather 2,86,0,95,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£30,000 - £39,999",2,Somewhat disagree,No,4,5a42c9cc99311d0001df46de,,
2020-12-30 19:23:28,2020-12-30 19:28:47,IP Address,217.43.47.207,100,319,True,2020-12-30 19:28:48,R_wRD5bFanRPXrgsN,,,,,54.7698974609375,-1.5590057373046875,anonymous,EN-GB,"Yes, I consent to participate.",5f0b373df5fef507f017f770,Male,33,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,90,10 years ago or more,No,75,50,80,Yes,27,,,,Yes,,,,,,,,,"No, one is dead",Grandfather 1,71,30,75,,,,,,,,,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",3,Strongly agree,No,4,5f0b373df5fef507f017f770,,
2020-12-30 19:20:33,2020-12-30 19:29:00,IP Address,143.159.239.187,100,506,True,2020-12-30 19:29:00,R_2q3K4IdNsVjw0L7,,,,,51.472198486328125,0.322601318359375,anonymous,EN-GB,"Yes, I consent to participate.",5cfe8dde3aa0380001693f5d,Female,37,In 12 months,Today,,,,,,,,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,86,Within the past year,No,71,76,78,No,,,,35,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,83,68,85,Grandfather 1,65,63,55,Grandmother 2,61,56,56,Grandfather 2,63,58,59,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£40,000 - £49,999",1,Strongly agree,No,10,5cfe8dde3aa0380001693f5d,,
2020-12-30 19:24:31,2020-12-30 19:29:02,IP Address,87.74.210.31,100,271,True,2020-12-30 19:29:03,R_2Soy5clce9sdmT2,,,,,55.8036041259765625,-4.12939453125,anonymous,EN-GB,"Yes, I consent to participate.",5eb302b7f5050c0cd5251a47,Male,23,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,80,Within the past year,No,60,0,85,No,,,,32,Yes,,,,,,,,,"No, two are dead.",Grandfather 1,79,10,65,Grandfather 2,82,4,76,,,,,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,4,5eb302b7f5050c0cd5251a47,,
2020-12-30 19:23:44,2020-12-30 19:29:04,IP Address,213.205.242.75,100,320,True,2020-12-30 19:29:05,R_2uvMASXVa6E0nMZ,,,,,52.4803009033203125,-1.88409423828125,anonymous,EN-GB,"Yes, I consent to participate.",5dfe7a81271305b17e9335c3,Female,22,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,90,Within the past year,Yes,80,60,95,No,,,,25,Yes,,,,,,,,,"No, one is dead",Grandmother 1,62,80,100,,,,,,,,,,,,,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£16,000 - £19,999",5,Strongly agree,Yes,4,5dfe7a81271305b17e9335c3,,
2020-12-30 19:22:03,2020-12-30 19:29:16,IP Address,82.0.108.223,100,433,True,2020-12-30 19:29:17,R_1QsAPdRZrkGnKob,,,,,53.43670654296875,-2.9651947021484375,anonymous,EN-GB,"Yes, I consent to participate.",5c32636f2c45d400014b69d2,Male,33,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,60,Within the last 2 years,No,60,65,70,Yes,<16,,,,No: one is dead,Mother,40,10,85,,,,,"No, all four are dead.",Grandfather 1,50,70,0,Grandfather 2,70,30,0,Grandmother 2,70,60,20,Grandfather 2,65,34,0,Very frequently,Off,Off,Off,Off,Off,Off,Off,Off,Off,On,"£16,000 - £19,999",3,Strongly agree,No,4,5c32636f2c45d400014b69d2,,
2020-12-30 19:23:28,2020-12-30 19:29:25,IP Address,86.20.73.167,100,356,True,2020-12-30 19:29:25,R_26g6WOrDkAOpXPp,,,,,51.368804931640625,-0.4853057861328125,anonymous,EN-GB,"Yes, I consent to participate.",5ee32241cc68264adab0d6e2,Female,42,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,90,Within the past year,No,60,21,90,Yes,23,No,,,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,50,70,0,Grandfather 1,60,83,0,Grandfather 2,88,10,19,Grandmother 2,84,19,100,Occasionally,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£60,000 - £74,999",4,Strongly agree,No,8,5ee32241cc68264adab0d6e2,,
2020-12-30 19:26:12,2020-12-30 19:29:30,IP Address,81.170.113.206,100,197,True,2020-12-30 19:29:31,R_3JdYKVKQGeWzmFx,,,,,52.4803009033203125,-1.88409423828125,anonymous,EN-GB,"Yes, I consent to participate.",5f9954c879e21c000a825bd4,Male,19,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,In 12 months,,,,,,,,,,,70,Within the last 5 years,No,40,60,80,No,,,,32,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,55,20,0,Grandmother 1,65,10,0,Grandfather 1,66,70,0,,,,,Frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£16,000 - £19,999",3,Strongly agree,No,4,5f9954c879e21c000a825bd4,,
2020-12-30 19:25:27,2020-12-30 19:29:44,IP Address,213.205.194.6,100,257,True,2020-12-30 19:29:45,R_2Egl5Jt8sqvhDCi,,,,,51.39129638671875,-0.09820556640625,anonymous,EN-GB,"Yes, I consent to participate.",5ae96d1878b0060001e69b8a,Female,31,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,89,Within the past year,No,32,59,84,No,,,,34,No: one is dead,Mother,24,0,77,,,,,"No, all four are dead.",Grandfather 1,73,34,18,Grandmother 1,74,26,13,Grandmother 2,83,5,67,Grandfather 2,84,0,60,Very frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£75,000 - £99,999",4,Strongly agree,No,10,5ae96d1878b0060001e69b8a,,
2020-12-30 19:24:49,2020-12-30 19:29:47,IP Address,148.252.129.200,100,297,True,2020-12-30 19:29:48,R_22uj2yx71nmrimm,,,,,51.49639892578125,-0.122406005859375,anonymous,EN-GB,"Yes, I consent to participate.",5947aea4f236120001ecf9f1,Female,54,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,81,Within the last 5 years,No,49,0,0,No,,,,22,No: both are dead,Mother,60,50,100,Father,65,92,100,"No, all four are dead.",Grandmother 1,Don't know,50,0,Grandmother 2,Don't know,50,0,Grandfather 1,Don't know,50,0,Grandfather 2,Don't know,50,50,Occasionally,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"Less than £10,000",2,Strongly agree,No,4,5947aea4f236120001ecf9f1,,
2020-12-30 19:23:45,2020-12-30 19:29:54,IP Address,176.248.52.36,100,368,True,2020-12-30 19:29:54,R_2l4GmOwcwPFGRvX,,,,,51.7530059814453125,-0.3256072998046875,anonymous,EN-GB,"Yes, I consent to participate.",5f0cfeef098f1e53ff201909,Female,21,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,29,Within the last 10 years,No,67,41,89,No,,,,25,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,77,33,0,Grandfather 2,80,44,69,Grandmother 1,89,0,92,Grandmother 2,84,11,74,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,4,5f0cfeef098f1e53ff201909,,
2020-12-30 19:25:25,2020-12-30 19:29:54,IP Address,86.163.242.45,100,268,True,2020-12-30 19:29:54,R_ezFLNN3IjQijsdj,,,,,52.3404998779296875,0.993499755859375,anonymous,EN-GB,"Yes, I consent to participate.",5f2831f1c389290812d87843,Male,26,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,50,Within the past year,No,40,40,20,No,,,,28,Yes,,,,,,,,,"No, three are dead.",Grandmother 1,67,30,80,Grandfather 1,65,70,40,Grandfather 2,71,10,60,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,4,5f2831f1c389290812d87843,,
2020-12-30 19:27:20,2020-12-30 19:30:04,IP Address,5.68.184.10,100,164,True,2020-12-30 19:30:05,R_9t3oKog7rFYswkp,,,,,52.6049041748046875,-1.1488037109375,anonymous,EN-GB,"Yes, I consent to participate.",573107ef1efe74000e3088d2,Female,32,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,70,Don't know,No,79,85,85,Yes,26,Yes,9,,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,Frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",5,Strongly agree,No,4,573107ef1efe74000e3088d2,,
2020-12-30 19:26:02,2020-12-30 19:30:05,IP Address,82.15.250.23,100,243,True,2020-12-30 19:30:05,R_r0hhZ5BCnnCNQc1,,,,,50.8430938720703125,-1.063995361328125,anonymous,EN-GB,"Yes, I consent to participate.",5e62dfa2819b9d079c91b6d2,Female,22,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,77,Within the past year,No,61,62,57,No,,,,28,Yes,,,,,,,,,Rather not say,,,,,,,,,,,,,,,,,Rarely,Off,Off,On,Off,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",4,Strongly agree,No,4,5e62dfa2819b9d079c91b6d2,,
2020-12-30 19:25:05,2020-12-30 19:30:10,IP Address,82.28.118.30,100,304,True,2020-12-30 19:30:10,R_DB7xpqRik00NOSt,,,,,50.3502960205078125,-4.0912933349609375,anonymous,EN-GB,"Yes, I consent to participate.",5e187c30b167cd15303f133c,Male,34,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,Today,,In 12 months,70,Within the last 5 years,No,51,27,84,Yes,26,,,,Yes,,,,,,,,,"No, two are dead.",Grandmother 1,80,17,100,Grandfather 1,85,19,75,,,,,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£60,000 - £74,999",4,Strongly agree,No,4,5e187c30b167cd15303f133c,,
2020-12-30 19:23:27,2020-12-30 19:30:27,IP Address,213.205.242.92,100,419,True,2020-12-30 19:30:28,R_1mKw9Uz9HP6Hvdc,,,,,52.4803009033203125,-1.88409423828125,anonymous,EN-GB,"Yes, I consent to participate.",5f1af513e138ff043af6aa56,Male,24,In 12 months,Today,,,,,,,,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,85,Within the past year,No,76,60,100,No,,,,33,Yes,,,,,,,,,"No, one is dead",Grandfather 1,73,60,90,,,,,,,,,,,,,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£60,000 - £74,999",3,Strongly agree,No,4,5f1af513e138ff043af6aa56,,
2020-12-30 19:26:12,2020-12-30 19:30:30,IP Address,2.124.201.149,100,257,True,2020-12-30 19:30:30,R_2ZIgbqBf7btNSTP,,,,,53.1750946044921875,-2.5301971435546875,anonymous,EN-GB,"Yes, I consent to participate.",5ce66d8fed9d610001f60772,Female,33,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,Today,,,,,,,,,,,7,Within the past year,No,39,41,20,No,,,,30,Yes,,,,,,,,,"No, three are dead.",Grandmother 1,86,20,67,Grandfather 1,Don't know,0,0,Grandfather 2,87,36,80,,,,,Very frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£60,000 - £74,999",2,Strongly agree,No,4,5ce66d8fed9d610001f60772,,
2020-12-30 19:25:36,2020-12-30 19:30:31,IP Address,86.128.122.41,100,295,True,2020-12-30 19:30:32,R_2WvB2monrg6LtMw,,,,,51.60040283203125,-0.1168060302734375,anonymous,EN-GB,"Yes, I consent to participate.",5c63323db73d590001ae79be,Female,48,Today,,,,,,,,,,,,,,,,Today,In 12 months,In 12 months,,Today,,,,,,,,,,,44,10 years ago or more,No,80,74,48,Yes,37,No,,,No: one is dead,Father,63,16,96,,,,,"No, all four are dead.",Grandfather 1,78,19,89,Grandfather 2,85,12,81,Grandmother 1,>90,11,88,Grandmother 2,>90,7,77,Very frequently,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£100,000 - £149,999",3,Strongly agree,No,4,5c63323db73d590001ae79be,,
2020-12-30 19:26:10,2020-12-30 19:30:40,IP Address,86.160.76.159,100,270,True,2020-12-30 19:30:41,R_3mmn9OsiPoqV3CO,,,,,55.600006103515625,-4.61669921875,anonymous,EN-GB,"Yes, I consent to participate.",5e5ebddc31cf801ecb319a84,Male,29,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,70,Don't know,No,80,85,90,No,,,,30,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,60,20,0,Grandfather 2,63,42,0,Grandmother 1,74,61,87,Grandmother 2,73,86,84,Rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,4,5e5ebddc31cf801ecb319a84,,
2020-12-30 19:23:52,2020-12-30 19:30:43,IP Address,2.220.77.195,100,411,True,2020-12-30 19:30:43,R_1Z9rrwYA6JgsHYZ,,,,,55.86700439453125,-4.2621002197265625,anonymous,EN-GB,"Yes, I consent to participate.",5ed556715b338d0d1597dad9,Female,59,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,85,Within the last 2 years,No,78,62,72,Yes,23,Rather not say,,,No: one is dead,Father,>90,0,100,,,,,"No, all four are dead.",Grandfather 1,75,6,66,Grandmother 1,80,16,67,Grandfather 2,83,5,76,Grandmother 2,88,12,71,Very rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,10,5ed556715b338d0d1597dad9,,
2020-12-30 19:24:26,2020-12-30 19:30:55,IP Address,81.159.213.42,100,389,True,2020-12-30 19:30:55,R_2Y3XpdDiLuiTnKW,,,,,53.459503173828125,-2.95379638671875,anonymous,EN-GB,"Yes, I consent to participate.",5c49a4c1c41b2a0001840033,Female,40,In 12 months,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,80,Rather not say,No,50,20,80,Yes,34,Yes,4,,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,60,80,30,Grandmother 1,65,75,100,Grandfather 2,67,80,80,,,,,Very frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£50,000 - £59,999",3,Strongly agree,No,4,5c49a4c1c41b2a0001840033,,
2020-12-30 19:23:12,2020-12-30 19:31:08,IP Address,82.15.55.70,100,475,True,2020-12-30 19:31:08,R_3HzRfKTuioflhIZ,,,,,51.44830322265625,-0.1383056640625,anonymous,EN-GB,"Yes, I consent to participate.",5d28c6e339e2c7001a40eedd,Male,64,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,In 12 months,Today,,,,,85,Within the last 2 years,Yes,90,80,90,Yes,33,,,,No: both are dead,Mother,>90,0,100,Father,66,80,100,"No, all four are dead.",Grandmother 1,80,50,0,Grandmother 2,>90,10,0,Grandfather 1,75,50,0,Grandfather 2,>90,80,5,Very rarely,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£30,000 - £39,999",4,Strongly agree,Yes,4,5d28c6e339e2c7001a40eedd,,
2020-12-30 19:25:03,2020-12-30 19:31:15,IP Address,92.22.103.150,100,371,True,2020-12-30 19:31:15,R_25RBOcBFjmWk316,,,,,53.634796142578125,-2.1696014404296875,anonymous,EN-GB,"Yes, I consent to participate.",5b5e597d4e945800017dda68,Female,37,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,92,10 years ago or more,No,86,75,89,No,,,,27,Yes,,,,,,,,,"No, all four are dead.",Grandfather 1,75,37,1,Grandfather 2,76,19,0,Grandmother 1,84,64,30,Grandmother 2,66,87,100,Very frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£40,000 - £49,999",2,Strongly agree,No,4,5b5e597d4e945800017dda68,,
2020-12-30 19:27:11,2020-12-30 19:31:17,IP Address,109.249.181.126,100,245,True,2020-12-30 19:31:17,R_Rhm2399ZrKgrSRr,,,,,52.4803009033203125,-1.88409423828125,anonymous,EN-GB,"Yes, I consent to participate.",5c80eb25642a9d0015485aca,Female,31,In 12 months,In 12 months,Today,,,,Today,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,78,Within the last 3 years,No,40,39,74,Yes,27,Yes,12,,Yes,,,,,,,,,"No, two are dead.",Grandfather 1,75,74,53,Grandfather 2,88,36,66,,,,,,,,,Occasionally,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£75,000 - £99,999",5,Strongly agree,No,10,5c80eb25642a9d0015485aca,,
2020-12-30 19:27:24,2020-12-30 19:31:23,IP Address,90.253.244.29,100,238,True,2020-12-30 19:31:23,R_ugkQTii6nyNJc4x,,,,,55.949493408203125,-3.19830322265625,anonymous,EN-GB,"Yes, I consent to participate.",5f99589d2e113d015d3c440c,Female,27,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,In 12 months,,,,,,,,,85,Within the last 3 years,No,93,100,82,No,,,,30,Yes,,,,,,,,,"Yes, they are all alive.",,,,,,,,,,,,,,,,,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£60,000 - £74,999",3,Strongly agree,No,4,5f99589d2e113d015d3c440c,,
2020-12-30 19:26:39,2020-12-30 19:31:24,IP Address,62.64.153.193,100,284,True,2020-12-30 19:31:25,R_eWiII9B3SGnixq1,,,,,53.4467010498046875,-2.225006103515625,anonymous,EN-GB,"Yes, I consent to participate.",59f7c290f4217300016cc2fb,Female,42,In 12 months,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,60,Within the past year,Yes,10,10,95,No,,,,32,Yes,,,,,,,,,"No, three are dead.",Grandmother 1,36,50,0,Grandfather 1,78,30,5,Grandfather 2,45,50,0,,,,,Very frequently,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£10,000 - £15,999",2,Strongly agree,Yes,4,59f7c290f4217300016cc2fb,,
2020-12-30 19:22:31,2020-12-30 19:31:26,IP Address,86.139.18.107,100,535,True,2020-12-30 19:31:27,R_3mdBE7q7gzk6Gm7,,,,,52.497406005859375,-0.02490234375,anonymous,EN-GB,"Yes, I consent to participate.",5f34279fcda0002d9e093c09,Female,60,Today,,,,,,,,,,,,,,,,Today,In 12 months,Today,Today,,,,,,,,,,,,73,Within the last 10 years,No,81,0,100,Yes,25,Yes,1,,No: both are dead,Mother,86,0,100,Father,56,50,100,"No, all four are dead.",Grandmother 1,82,40,100,Grandmother 2,86,73,100,Grandfather 1,49,0,0,Grandfather 2,76,59,100,Rarely,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£20,000 - £29,999",2,Strongly agree,No,10,5f34279fcda0002d9e093c09,,
2020-12-30 19:27:26,2020-12-30 19:31:27,IP Address,2.99.81.89,100,241,True,2020-12-30 19:31:28,R_1Oxz510WLHOtXih,,,,,55.61669921875,-3.4167022705078125,anonymous,EN-GB,"Yes, I consent to participate.",5ce1372c55fe0d001869c8d8,Female,26,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,In 12 months,Today,,In 12 months,,,,29,Within the past year,Yes,50,79,57,No,,,,30,Yes,,,,,,,,,"No, three are dead.",Grandmother 1,75,50,69,Grandfather 1,62,78,78,Grandfather 2,86,51,50,,,,,Frequently,Off,Off,Off,Off,On,Off,Off,Off,Off,Off,"£16,000 - £19,999",2,Strongly agree,Yes,4,5ce1372c55fe0d001869c8d8,,
2020-12-30 19:27:00,2020-12-30 19:31:29,IP Address,185.214.220.204,100,268,True,2020-12-30 19:31:29,R_2YGn4RGNbEtcDFi,,,,,50.7017974853515625,-3.534698486328125,anonymous,EN-GB,"Yes, I consent to participate.",5f0f3530252f8d0a3af40eeb,Female,19,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,19,10 years ago or more,No,10,9,59,No,,,,29,Yes,,,,,,,,,"No, one is dead",Grandfather 1,80,86,77,,,,,,,,,,,,,Never,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£75,000 - £99,999",5,Somewhat agree,No,10,5f0f3530252f8d0a3af40eeb,,
2020-12-30 19:25:25,2020-12-30 19:31:37,IP Address,81.104.42.10,100,372,True,2020-12-30 19:31:38,R_3qdhWay9MgF9EeR,,,,,52.6259002685546875,1.3032073974609375,anonymous,EN-GB,"Yes, I consent to participate.",5d8492ecb485f60018b006a6,Female,31,In 12 months,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,80,10 years ago or more,No,85,90,95,No,,,,30,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,65,20,75,Grandfather 2,88,10,65,Grandmother 2,>90,10,50,,,,,Occasionally,Off,Off,Off,On,Off,Off,Off,Off,Off,Off,"£50,000 - £59,999",2,Strongly agree,No,10,5d8492ecb485f60018b006a6,,
2020-12-30 19:26:33,2020-12-30 19:31:49,IP Address,78.150.69.228,100,315,True,2020-12-30 19:31:49,R_tPvHz6LhtKAt2xj,,,,,50.830902099609375,-0.1634979248046875,anonymous,EN-GB,"Yes, I consent to participate.",5aeb839a9457e00001052753,Male,32,Today,,,,,,,,,,,,,,,,Today,Today,,,,Today,Today,,,,,,,,,30,Within the last 10 years,Yes,65,50,70,Yes,28,,,,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,65,20,60,Grandmother 1,67,10,90,Grandmother 2,85,0,85,,,,,Frequently,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",4,Somewhat agree,Yes,4,5aeb839a9457e00001052753,,
2020-12-30 19:26:31,2020-12-30 19:31:49,IP Address,94.15.150.192,100,318,True,2020-12-30 19:31:50,R_2PuTkgmE4nAsDgm,,,,,50.974700927734375,-2.6071014404296875,anonymous,EN-GB,"Yes, I consent to participate.",5e1349de814bba97b490a241,Female,38,In 12 months,Today,,,,,,,,Today,,,,In 12 months,In 12 months,,,,,,,,,,,,,,,,,70,Within the last 5 years,No,23,29,85,Yes,30,Yes,15,,Yes,,,,,,,,,"No, all four are dead.",Grandmother 1,70,10,10,Grandfather 1,81,33,12,Grandfather 2,82,24,34,Grandmother 2,80,28,72,Rarely,Off,Off,Off,Off,Off,Off,On,Off,Off,Off,"£30,000 - £39,999",4,Strongly agree,No,4,5e1349de814bba97b490a241,,
2020-12-30 19:27:14,2020-12-30 19:31:50,IP Address,2.25.40.83,100,276,True,2020-12-30 19:31:51,R_2zvwGFPnUrtP9LY,,,,,51.5428009033203125,-0.1977996826171875,anonymous,EN-GB,"Yes, I consent to participate.",5f356cbffb4cea5170d04fd9,Male,26,Today,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,In 12 months,,81,10 years ago or more,No,61,73,92,No,,,,32,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,81,50,19,Grandmother 1,89,0,55,Grandfather 1,83,0,41,,,,,Rarely,Off,Off,Off,Off,Off,Off,Off,On,Off,Off,"£20,000 - £29,999",1,Strongly agree,No,4,5f356cbffb4cea5170d04fd9,,
2020-12-30 19:15:14,2020-12-30 19:31:52,IP Address,213.104.126.165,100,998,True,2020-12-30 19:31:53,R_3kn7XTY0mOZheT0,,,,,51.5290069580078125,-0.05999755859375,anonymous,EN-GB,"Yes, I consent to participate.",5f21b10e58c81f5cae56b491,Female,22,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,84,Within the last 10 years,No,76,87,90,No,,,,28,Yes,,,,,,,,,"No, three are dead.",Grandfather 1,45,63,0,Grandfather 2,50,38,82,Grandmother 1,71,9,80,,,,,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£50,000 - £59,999",5,Strongly agree,No,4,5f21b10e58c81f5cae56b491,,
2020-12-30 19:27:54,2020-12-30 19:32:00,IP Address,146.198.134.70,100,245,True,2020-12-30 19:32:00,R_UnYER7psObGNMD7,,,,,53.240203857421875,-2.9087982177734375,anonymous,EN-GB,"Yes, I consent to participate.",58bdce137b1cda00019b4f0c,Female,25,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,,,,21,10 years ago or more,No,67,66,19,No,,,,32,Yes,,,,,,,,,"No, two are dead.",Grandmother 1,88,37,64,Grandfather 1,77,36,0,,,,,,,,,Frequently,Off,Off,Off,Off,Off,On,Off,Off,Off,Off,"£40,000 - £49,999",3,Strongly agree,No,4,58bdce137b1cda00019b4f0c,,
